filename,label,ipd_px,left_eye_open,right_eye_open,eye_aperture_asymmetry,eye_aperture_ratio,mouth_corner_height_diff,mouth_left_deviation,mouth_right_deviation,mouth_deviation_asymmetry,left_brow_height,right_brow_height,brow_height_asymmetry,brow_height_ratio,mouth_width,mouth_angle,eye_angle,left_eye_width,right_eye_width,eye_width_asymmetry
9/7256,SlightPalsy,174.999,0.1054,0.1124,0.007,0.9379,0.0179,0.4513,0.3688,0.0825,0.286,0.2818,0.0041,0.9855,0.8203,1.2528,0.0499,0.4345,0.4132,0.0213
9/7261,SlightPalsy,174.661,0.1088,0.1138,0.005,0.9556,0.012,0.4442,0.3695,0.0747,0.2829,0.2797,0.0031,0.9889,0.8138,0.8417,0.009,0.436,0.415,0.021
9/7291,SlightPalsy,177.095,0.0115,0.0918,0.0803,0.1255,0.0821,0.5319,0.4145,0.1173,0.2534,0.2622,0.0088,0.9665,0.95,4.9591,0.5802,0.4643,0.4283,0.0361
9/7296,SlightPalsy,174.46,0.0155,0.09,0.0744,0.1726,0.0971,0.5673,0.4158,0.1514,0.25,0.266,0.016,0.9399,0.9879,5.6411,0.4841,0.4634,0.4229,0.0405
9/7301,SlightPalsy,174.618,0.0166,0.091,0.0743,0.1826,0.1343,0.5694,0.3824,0.187,0.2359,0.2642,0.0283,0.8928,0.9613,8.0286,0.2663,0.4685,0.4242,0.0443
9/7306,SlightPalsy,173.976,0.0138,0.0843,0.0705,0.164,0.1556,0.5707,0.3753,0.1953,0.2397,0.2676,0.0279,0.8957,0.9587,9.3374,0.1662,0.4691,0.4196,0.0495
9/7311,SlightPalsy,173.521,0.0152,0.0823,0.0671,0.1848,0.1512,0.5747,0.3807,0.1941,0.2356,0.2693,0.0337,0.8748,0.9673,8.9948,0.405,0.4672,0.4195,0.0477
9/7321,SlightPalsy,171.021,0.0145,0.059,0.0446,0.2449,0.1414,0.5825,0.3889,0.1936,0.2429,0.2664,0.0235,0.9118,0.9817,8.2798,0.6253,0.4683,0.421,0.0473
9/7336,SlightPalsy,171.003,0.0236,0.0777,0.0541,0.3042,0.1337,0.5614,0.3959,0.1655,0.2472,0.2697,0.0225,0.9167,0.9666,7.9489,0.6804,0.465,0.4189,0.0461
9/7341,SlightPalsy,171.027,0.0273,0.0845,0.0571,0.3236,0.1436,0.565,0.3899,0.1751,0.2447,0.2715,0.0268,0.9013,0.9657,8.5538,0.3715,0.4679,0.4236,0.0443
9/7346,SlightPalsy,170.921,0.0323,0.0904,0.0581,0.3577,0.1416,0.5645,0.3859,0.1785,0.2486,0.2721,0.0235,0.9136,0.9609,8.4712,0.37,0.4667,0.4245,0.0422
9/7351,SlightPalsy,171.355,0.0328,0.0891,0.0563,0.3685,0.1431,0.5604,0.3873,0.1731,0.2542,0.2759,0.0217,0.9213,0.9585,8.5862,0.239,0.467,0.4237,0.0433
9/7356,SlightPalsy,173.495,0.0115,0.0323,0.0208,0.3564,0.1332,0.5364,0.3972,0.1393,0.2529,0.2663,0.0134,0.9497,0.9431,8.1202,0.992,0.4712,0.4333,0.0378
9/7426,SlightPalsy,174.94,0.1065,0.1104,0.0038,0.9653,0.0132,0.4574,0.4049,0.0526,0.2775,0.2735,0.004,0.9855,0.8624,0.8752,0.0628,0.4479,0.4229,0.025
9/7431,SlightPalsy,175.33,0.1179,0.1199,0.002,0.9831,0.0162,0.4597,0.4052,0.0545,0.2743,0.2652,0.0091,0.9668,0.865,1.0755,0.3367,0.4415,0.4208,0.0207
9/7436,SlightPalsy,174.83,0.12,0.1236,0.0035,0.9713,0.0207,0.4527,0.4102,0.0425,0.2727,0.2652,0.0075,0.9724,0.8632,1.3736,0.0046,0.439,0.4231,0.0159
9/7441,SlightPalsy,174.541,0.116,0.1184,0.0024,0.98,0.0235,0.4531,0.4045,0.0486,0.2736,0.2678,0.0059,0.9786,0.858,1.5682,0.0648,0.4406,0.4229,0.0177
9/7446,SlightPalsy,174.406,0.114,0.1188,0.0048,0.9593,0.0331,0.4556,0.4078,0.0478,0.2733,0.2687,0.0046,0.9832,0.864,2.1956,0.1335,0.4418,0.4245,0.0174
9/7451,SlightPalsy,174.709,0.0236,0.0966,0.0731,0.2439,0.1308,0.5297,0.4212,0.1085,0.2238,0.2507,0.0269,0.8927,0.9599,7.8326,0.1997,0.4527,0.4295,0.0232
9/7456,SlightPalsy,173.382,0.0176,0.087,0.0695,0.2017,0.1328,0.585,0.4107,0.1744,0.2039,0.2296,0.0257,0.8881,1.0045,7.596,0.309,0.4672,0.4243,0.0429
9/7461,SlightPalsy,174.728,0.0122,0.0516,0.0394,0.2361,0.1283,0.5909,0.3868,0.2041,0.2025,0.2183,0.0158,0.9278,0.9861,7.4741,0.6491,0.4719,0.419,0.0528
9/7466,SlightPalsy,175.045,0.014,0.0323,0.0183,0.4337,0.1261,0.5851,0.3669,0.2182,0.1981,0.208,0.01,0.9521,0.9603,7.5436,0.5941,0.4802,0.4269,0.0533
9/7471,SlightPalsy,176.812,0.0126,0.0342,0.0215,0.3697,0.1265,0.5579,0.3633,0.1946,0.2016,0.207,0.0054,0.9739,0.9299,7.8217,1.0912,0.4739,0.4267,0.0472
9/7476,SlightPalsy,178.46,0.0149,0.0266,0.0116,0.5617,0.1093,0.5494,0.3638,0.1856,0.2058,0.1987,0.0071,0.9657,0.9197,6.8228,1.4101,0.472,0.4213,0.0508
9/7481,SlightPalsy,179.109,0.0144,0.0273,0.013,0.525,0.1258,0.5507,0.3503,0.2004,0.2,0.2082,0.0082,0.9608,0.9098,7.9456,0.7439,0.4689,0.425,0.044
9/7486,SlightPalsy,177.931,0.0138,0.0345,0.0207,0.4007,0.1127,0.5455,0.3618,0.1836,0.2063,0.2078,0.0015,0.9929,0.9143,7.0788,1.222,0.4813,0.4257,0.0555
9/7491,SlightPalsy,177.618,0.0131,0.0288,0.0156,0.4568,0.1183,0.5459,0.3625,0.1834,0.2093,0.2176,0.0082,0.9622,0.9162,7.4199,0.9049,0.4844,0.4341,0.0503
9/7496,SlightPalsy,176.668,0.0114,0.0323,0.0209,0.352,0.1181,0.5441,0.3642,0.1799,0.2046,0.2078,0.0032,0.9845,0.9159,7.4103,1.1156,0.4824,0.4297,0.0527
9/7501,SlightPalsy,183.07,0.0086,0.0244,0.0159,0.3511,0.0694,0.5376,0.3632,0.1744,0.2146,0.2259,0.0113,0.9501,0.9035,4.4078,0.5874,0.4678,0.4347,0.0331
9/7521,SlightPalsy,174.113,0.0951,0.097,0.0019,0.9807,0.0084,0.4496,0.3787,0.0709,0.2856,0.2751,0.0105,0.9632,0.8284,0.5781,0.3925,0.4351,0.4148,0.0203
9/7526,SlightPalsy,173.587,0.1037,0.1102,0.0065,0.9407,0.0152,0.4449,0.3827,0.0621,0.2814,0.2764,0.005,0.9822,0.8277,1.0494,0.0136,0.435,0.4205,0.0146
9/7531,SlightPalsy,178.636,0.0482,0.0165,0.0317,0.3419,0.0061,0.4266,0.3785,0.0481,0.28,0.2782,0.0018,0.9935,0.805,0.4324,0.0506,0.4372,0.433,0.0043
9/7541,SlightPalsy,173.325,0.1098,0.1145,0.0047,0.959,0.0085,0.4427,0.3929,0.0498,0.2834,0.2772,0.0063,0.9779,0.8357,0.582,0.2398,0.439,0.4236,0.0154
9/7546,SlightPalsy,174.074,0.1134,0.1163,0.0029,0.975,0.0092,0.4469,0.3967,0.0502,0.2836,0.2775,0.0061,0.9784,0.8436,0.6235,0.2822,0.4408,0.4248,0.016
9/7551,SlightPalsy,173.639,0.1135,0.1192,0.0057,0.9519,0.0188,0.4615,0.3951,0.0664,0.281,0.2761,0.0048,0.9827,0.8568,1.2543,0.0835,0.4403,0.4266,0.0137
9/7556,SlightPalsy,173.48,0.1133,0.1178,0.0045,0.9618,0.0196,0.4668,0.4087,0.0581,0.2837,0.2774,0.0063,0.9776,0.8758,1.2842,0.1729,0.4415,0.4254,0.0162
9/7561,SlightPalsy,173.533,0.1095,0.1149,0.0054,0.9529,0.0218,0.4837,0.4081,0.0755,0.2829,0.2779,0.005,0.9822,0.8921,1.4033,0.0227,0.4411,0.4235,0.0176
9/7566,SlightPalsy,173.143,0.1033,0.109,0.0058,0.9472,0.0513,0.4859,0.4184,0.0675,0.2857,0.276,0.0097,0.966,0.9058,3.2454,0.1972,0.4378,0.4232,0.0146
9/7571,SlightPalsy,172.95,0.1099,0.1128,0.0028,0.9751,0.0351,0.4819,0.4312,0.0508,0.2863,0.2777,0.0086,0.97,0.9137,2.1994,0.0464,0.441,0.4249,0.0161
9/7576,SlightPalsy,173.332,0.1078,0.111,0.0032,0.9713,0.0292,0.487,0.425,0.062,0.2789,0.2757,0.0032,0.9884,0.9125,1.8361,0.0819,0.4434,0.4257,0.0177
9/7581,SlightPalsy,173.253,0.1095,0.1135,0.004,0.9644,0.0279,0.4866,0.4184,0.0683,0.2812,0.2762,0.0049,0.9824,0.9054,1.766,0.0499,0.4427,0.4239,0.0189
9/7586,SlightPalsy,173.137,0.109,0.1135,0.0045,0.9602,0.027,0.4847,0.4173,0.0674,0.2828,0.278,0.0048,0.983,0.9024,1.7176,0.0057,0.442,0.4211,0.0208
9/7591,SlightPalsy,173.181,0.1095,0.1138,0.0043,0.9619,0.0246,0.4818,0.4199,0.0619,0.281,0.2779,0.003,0.9892,0.902,1.5643,0.0844,0.4382,0.4201,0.0181
9/7596,SlightPalsy,172.755,0.1091,0.1126,0.0035,0.9686,0.0136,0.4758,0.42,0.0558,0.2812,0.2755,0.0056,0.98,0.8959,0.8698,0.0593,0.4403,0.4234,0.017
9/76,Normal,152.79,0.1244,0.1273,0.003,0.9768,0.0221,0.4894,0.4502,0.0392,0.3305,0.3251,0.0054,0.9835,0.9399,1.3489,0.0714,0.4375,0.4333,0.0042
9/7611,SlightPalsy,173.485,0.1242,0.1311,0.0069,0.9476,0.0196,0.2935,0.2609,0.0325,0.2975,0.3004,0.0029,0.9904,0.5548,2.0212,0.4106,0.4395,0.4397,0.0001
9/7621,SlightPalsy,174.118,0.1162,0.1185,0.0023,0.9804,0.0212,0.3479,0.3368,0.0111,0.2932,0.2761,0.0171,0.9416,0.685,1.7773,0.4662,0.4354,0.4181,0.0173
9/7626,SlightPalsy,174.208,0.1057,0.1051,0.0006,0.9947,0.0425,0.3713,0.377,0.0057,0.2774,0.2672,0.0101,0.9634,0.7496,3.2486,0.4062,0.4377,0.417,0.0207
9/7636,SlightPalsy,174.721,0.1032,0.0995,0.0038,0.9635,0.0453,0.3719,0.394,0.022,0.2661,0.2561,0.0101,0.9622,0.7672,3.3861,0.7082,0.4307,0.4147,0.0159
9/7641,SlightPalsy,173.251,0.0968,0.0892,0.0076,0.9214,0.0638,0.3618,0.4033,0.0416,0.2679,0.2514,0.0165,0.9385,0.7678,4.7632,0.3685,0.4311,0.413,0.0181
9/7656,SlightPalsy,174.706,0.1022,0.0888,0.0134,0.8691,0.0661,0.3578,0.4182,0.0604,0.2635,0.2393,0.0242,0.9082,0.7788,4.8696,0.2843,0.4299,0.4165,0.0133
9/7661,SlightPalsy,174.797,0.1044,0.0933,0.0111,0.8935,0.0677,0.3573,0.413,0.0557,0.2644,0.2448,0.0196,0.9259,0.7733,5.0217,0.2167,0.4284,0.413,0.0154
9/7671,SlightPalsy,174.882,0.1051,0.1062,0.001,0.9901,0.0279,0.3537,0.365,0.0112,0.2652,0.2518,0.0134,0.9494,0.7193,2.2205,0.058,0.4281,0.4168,0.0112
9/7676,SlightPalsy,174.316,0.1063,0.108,0.0017,0.9846,0.0303,0.3519,0.3578,0.006,0.2718,0.2577,0.0141,0.9481,0.7103,2.4437,0.0622,0.4325,0.4207,0.0118
9/7681,SlightPalsy,174.146,0.105,0.1047,0.0003,0.9975,0.0337,0.3583,0.3532,0.0051,0.2694,0.2619,0.0075,0.9721,0.7123,2.7144,0.5028,0.4343,0.4197,0.0146
9/7686,SlightPalsy,174.879,0.1085,0.1075,0.001,0.9911,0.0368,0.3489,0.3574,0.0085,0.2643,0.2535,0.0108,0.9592,0.7073,2.9837,0.1938,0.431,0.4174,0.0136
9/7706,SlightPalsy,174.52,0.1056,0.1029,0.0028,0.9739,0.0403,0.3649,0.3696,0.0046,0.2733,0.2596,0.0137,0.95,0.7356,3.1432,0.3159,0.4317,0.4148,0.0169
9/7711,SlightPalsy,174.955,0.1069,0.1045,0.0025,0.977,0.0418,0.3736,0.3774,0.0037,0.2713,0.263,0.0084,0.9692,0.7522,3.1823,0.4433,0.4302,0.4109,0.0192
9/7716,SlightPalsy,174.536,0.1081,0.1034,0.0047,0.9563,0.0398,0.3701,0.3728,0.0027,0.2694,0.2594,0.01,0.963,0.744,3.0627,0.3176,0.4327,0.415,0.0177
9/7721,SlightPalsy,174.6,0.1039,0.1013,0.0026,0.9748,0.0306,0.3635,0.3685,0.0051,0.2686,0.2554,0.0132,0.9509,0.7326,2.3934,0.0193,0.4325,0.4172,0.0152
9/7726,SlightPalsy,174.653,0.1045,0.1011,0.0035,0.9669,0.0287,0.3634,0.3663,0.0029,0.2648,0.2507,0.0141,0.9466,0.7303,2.2554,0.0625,0.4313,0.4155,0.0159
9/7731,SlightPalsy,174.481,0.103,0.0992,0.0038,0.9632,0.0338,0.3678,0.3684,0.0006,0.2648,0.2518,0.013,0.951,0.737,2.6279,0.1577,0.43,0.4146,0.0154
9/7771,SlightPalsy,176.75,0.1163,0.1211,0.0048,0.9605,0.0139,0.3579,0.2721,0.0859,0.2735,0.2708,0.0028,0.9898,0.6302,1.2672,0.0583,0.4407,0.4366,0.0041
9/7776,SlightPalsy,175.065,0.1231,0.1301,0.0069,0.9469,0.0068,0.3091,0.2746,0.0346,0.2876,0.2802,0.0074,0.9742,0.5837,0.6705,0.0319,0.4432,0.4401,0.0031
9/7781,SlightPalsy,174.614,0.1305,0.1398,0.0094,0.933,0.0193,0.2779,0.2732,0.0047,0.2852,0.2853,0.0001,0.9997,0.5515,2.0032,0.4749,0.4301,0.437,0.007
9/7786,SlightPalsy,173.577,0.1261,0.1324,0.0063,0.9525,0.0033,0.3218,0.3054,0.0164,0.2951,0.2953,0.0002,0.9994,0.6273,0.3021,0.1201,0.437,0.4306,0.0064
9/7796,SlightPalsy,174.54,0.1061,0.1099,0.0038,0.9652,0.0302,0.3693,0.3593,0.0101,0.2729,0.2659,0.007,0.9744,0.7292,2.3699,0.3065,0.4333,0.4197,0.0136
9/7801,SlightPalsy,174.819,0.1023,0.101,0.0013,0.9874,0.0465,0.3548,0.3852,0.0304,0.2607,0.2483,0.0124,0.9525,0.7415,3.5937,0.3239,0.4245,0.4161,0.0085
9/7806,SlightPalsy,175.382,0.1016,0.0957,0.006,0.9414,0.0554,0.3567,0.3874,0.0308,0.2537,0.2404,0.0133,0.9476,0.7461,4.2605,0.4185,0.426,0.4141,0.0119
9/7811,SlightPalsy,173.868,0.1027,0.0947,0.008,0.9221,0.0584,0.3657,0.4043,0.0385,0.2493,0.2364,0.0129,0.9483,0.7722,4.3381,0.2226,0.431,0.4184,0.0126
9/7816,SlightPalsy,173.631,0.1032,0.0997,0.0035,0.9666,0.0425,0.3675,0.3932,0.0257,0.2553,0.2444,0.0109,0.9574,0.7619,3.1986,0.266,0.4321,0.421,0.0111
9/7821,SlightPalsy,174.202,0.1054,0.1039,0.0015,0.9858,0.0466,0.3547,0.3821,0.0274,0.2601,0.2462,0.0139,0.9464,0.7383,3.6178,0.0032,0.4303,0.4215,0.0089
9/7826,SlightPalsy,173.55,0.1101,0.1058,0.0043,0.9614,0.0411,0.3631,0.3932,0.0301,0.2592,0.2495,0.0098,0.9624,0.7574,3.1094,0.3278,0.4305,0.4215,0.0091
9/7836,SlightPalsy,175.304,0.0859,0.0519,0.034,0.6041,0.0482,0.3492,0.3797,0.0306,0.2634,0.246,0.0174,0.9341,0.7305,3.78,0.3114,0.427,0.423,0.004
9/7841,SlightPalsy,174.992,0.1023,0.0955,0.0068,0.9335,0.0494,0.354,0.3709,0.0169,0.2582,0.2499,0.0083,0.9679,0.7267,3.8995,0.5579,0.4317,0.418,0.0137
9/7846,SlightPalsy,174.483,0.1065,0.1027,0.0038,0.9646,0.0512,0.3574,0.3778,0.0204,0.2602,0.2496,0.0106,0.9593,0.737,3.9826,0.0612,0.4315,0.4196,0.0119
9/7851,SlightPalsy,174.762,0.1104,0.1073,0.0031,0.9719,0.0453,0.3524,0.3704,0.018,0.2554,0.2498,0.0056,0.978,0.7242,3.5898,0.6877,0.4307,0.4201,0.0106
9/7856,SlightPalsy,174.767,0.1065,0.1032,0.0033,0.9686,0.0445,0.3559,0.374,0.0181,0.2611,0.2525,0.0086,0.9671,0.7313,3.4922,0.4055,0.4321,0.4223,0.0098
9/7861,SlightPalsy,174.201,0.1071,0.1043,0.0028,0.9735,0.0414,0.3574,0.3734,0.0161,0.2624,0.2532,0.0092,0.9651,0.732,3.2402,0.3334,0.4334,0.4238,0.0096
9/7881,SlightPalsy,175.235,0.1071,0.1053,0.0018,0.9831,0.0367,0.3608,0.3671,0.0063,0.2602,0.253,0.0071,0.9726,0.7288,2.8882,0.695,0.4317,0.4209,0.0108
9/7886,SlightPalsy,175.681,0.1095,0.1095,0.0,0.9999,0.0417,0.3551,0.3622,0.0071,0.2602,0.2525,0.0077,0.9704,0.7186,3.3237,0.3275,0.4312,0.4228,0.0084
9/7891,SlightPalsy,174.278,0.1111,0.1072,0.0039,0.9651,0.0404,0.3545,0.3673,0.0128,0.2604,0.2512,0.0092,0.9648,0.7229,3.2037,0.1762,0.4341,0.4236,0.0106
9/7911,SlightPalsy,175.57,0.1094,0.1102,0.0008,0.9925,0.0534,0.3887,0.3766,0.0121,0.2707,0.2626,0.0082,0.9699,0.7672,3.9912,0.1771,0.4329,0.4182,0.0147
9/7946,SlightPalsy,175.346,0.117,0.1224,0.0055,0.9553,0.0082,0.3377,0.2787,0.059,0.2659,0.2754,0.0095,0.9655,0.6164,0.7588,0.6048,0.4357,0.4362,0.0005
9/7951,SlightPalsy,173.456,0.123,0.1311,0.0081,0.9379,0.0133,0.3023,0.2763,0.026,0.2753,0.2824,0.0071,0.9749,0.5787,1.3122,0.4759,0.4441,0.4489,0.0048
9/7976,SlightPalsy,173.306,0.089,0.0781,0.0109,0.8774,0.0669,0.3637,0.4214,0.0577,0.245,0.2296,0.0154,0.9372,0.7879,4.8702,0.4769,0.4305,0.4149,0.0156
9/7981,SlightPalsy,172.265,0.0921,0.0773,0.0148,0.8398,0.0807,0.3537,0.4374,0.0837,0.2428,0.2236,0.0192,0.921,0.7951,5.8274,0.588,0.4314,0.4188,0.0126
9/7986,SlightPalsy,173.013,0.0935,0.0789,0.0146,0.8441,0.0794,0.3518,0.4389,0.0871,0.2455,0.2284,0.0171,0.9304,0.7947,5.7339,0.5522,0.4301,0.4176,0.0126
9/7991,SlightPalsy,177.331,0.0699,0.0293,0.0406,0.4194,0.071,0.3495,0.4261,0.0766,0.2359,0.2164,0.0195,0.9173,0.7789,5.2297,0.9102,0.422,0.4318,0.0098
9/7996,SlightPalsy,178.034,0.0686,0.0273,0.0413,0.3983,0.0694,0.3505,0.4307,0.0802,0.2446,0.2184,0.0262,0.8928,0.7843,5.0761,0.3127,0.4243,0.4326,0.0083
9/8001,SlightPalsy,174.354,0.0882,0.0664,0.0218,0.753,0.0752,0.3758,0.4332,0.0575,0.2465,0.2275,0.0191,0.9227,0.8125,5.3119,0.6226,0.4273,0.4144,0.0128
9/8006,SlightPalsy,174.452,0.0927,0.0778,0.0149,0.8391,0.077,0.3754,0.4364,0.061,0.2462,0.2325,0.0137,0.9443,0.8154,5.4171,0.6311,0.4345,0.4168,0.0177
9/801,SlightPalsy,157.01,0.123,0.119,0.004,0.9677,0.0015,0.4603,0.4274,0.0329,0.3355,0.3233,0.0121,0.9638,0.8877,0.0939,0.5985,0.4341,0.4248,0.0093
9/8011,SlightPalsy,174.592,0.0954,0.0791,0.0163,0.8291,0.077,0.3726,0.4345,0.0619,0.2469,0.2344,0.0125,0.9495,0.8107,5.453,0.6173,0.4329,0.4181,0.0148
9/8016,SlightPalsy,173.891,0.1003,0.0808,0.0196,0.8049,0.0747,0.3788,0.4418,0.0629,0.2485,0.24,0.0085,0.966,0.824,5.2043,0.9042,0.4294,0.4129,0.0165
9/8021,SlightPalsy,174.962,0.0993,0.0823,0.017,0.8285,0.0791,0.3757,0.4323,0.0566,0.2577,0.243,0.0147,0.9429,0.8119,5.591,0.5004,0.4255,0.408,0.0175
9/8026,SlightPalsy,174.883,0.1049,0.0901,0.0148,0.8585,0.0827,0.3714,0.4358,0.0644,0.2587,0.2472,0.0115,0.9556,0.8114,5.8534,0.5575,0.4324,0.4158,0.0166
9/8031,SlightPalsy,179.41,0.0755,0.0266,0.0488,0.3527,0.0416,0.4025,0.3969,0.0055,0.2676,0.2629,0.0047,0.9826,0.8005,2.9825,1.3337,0.4224,0.4283,0.0059
9/81,Normal,153.347,0.1247,0.1286,0.004,0.9693,0.014,0.4818,0.4546,0.0272,0.3266,0.316,0.0106,0.9677,0.9365,0.8559,0.427,0.4414,0.436,0.0054
9/8151,Normal,172.018,0.1145,0.1093,0.0052,0.9549,0.0044,0.4522,0.4107,0.0415,0.3104,0.3062,0.0042,0.9865,0.8628,0.2928,0.313,0.439,0.4295,0.0096
9/8156,Normal,172.387,0.1181,0.121,0.0029,0.9762,0.0037,0.4557,0.4174,0.0383,0.2973,0.2895,0.0077,0.974,0.8731,0.2427,0.6293,0.4375,0.4297,0.0078
9/8161,Normal,172.987,0.1206,0.1241,0.0034,0.9722,0.0019,0.4583,0.4128,0.0454,0.2967,0.2928,0.0039,0.9869,0.8711,0.1225,0.4243,0.4384,0.4292,0.0092
9/8166,Normal,172.811,0.1164,0.1176,0.0012,0.9894,0.0064,0.4687,0.4164,0.0524,0.3003,0.2976,0.0027,0.9911,0.8851,0.4161,0.3701,0.4332,0.4239,0.0092
9/8186,Normal,172.679,0.1157,0.1143,0.0014,0.9876,0.0097,0.449,0.4216,0.0274,0.3023,0.2913,0.011,0.9635,0.8707,0.6416,0.7267,0.4347,0.4245,0.0102
9/8191,Normal,172.904,0.1241,0.1276,0.0036,0.972,0.0049,0.4494,0.4224,0.027,0.2969,0.2932,0.0037,0.9876,0.8718,0.3245,0.2798,0.4378,0.4315,0.0063
9/8196,Normal,172.42,0.1231,0.1278,0.0047,0.9632,0.0048,0.4497,0.4248,0.0249,0.2985,0.2941,0.0043,0.9855,0.8745,0.3151,0.3713,0.4371,0.4313,0.0058
9/8201,SlightPalsy,178.465,0.0649,0.0306,0.0342,0.4721,0.0107,0.4229,0.4091,0.0138,0.2943,0.2888,0.0055,0.9812,0.8321,0.7384,0.3,0.4222,0.4369,0.0147
9/8216,Normal,172.409,0.1177,0.1203,0.0026,0.9784,0.0083,0.4483,0.428,0.0202,0.2983,0.2922,0.0061,0.9796,0.8763,0.5452,0.5256,0.436,0.429,0.007
9/8221,Normal,172.487,0.1261,0.13,0.0038,0.9704,0.0008,0.4557,0.4217,0.034,0.2997,0.2947,0.005,0.9833,0.8775,0.0528,0.1988,0.4395,0.432,0.0075
9/8226,Normal,173.481,0.1278,0.1315,0.0037,0.9721,0.0023,0.4569,0.4191,0.0379,0.2991,0.294,0.0051,0.983,0.876,0.1494,0.1328,0.4398,0.433,0.0068
9/8231,Normal,172.856,0.1237,0.1283,0.0047,0.9635,0.0043,0.4618,0.421,0.0408,0.2991,0.2962,0.0029,0.9902,0.8828,0.2812,0.087,0.4385,0.4322,0.0063
9/8241,Normal,173.931,0.1216,0.1218,0.0002,0.9983,0.003,0.4586,0.4161,0.0425,0.3037,0.2976,0.0061,0.98,0.8747,0.1997,0.2191,0.4347,0.4245,0.0102
9/8261,Normal,172.879,0.1233,0.1295,0.0062,0.9522,0.0004,0.4497,0.4237,0.026,0.2955,0.2932,0.0023,0.9922,0.8734,0.0248,0.3593,0.434,0.4288,0.0052
9/8266,Normal,173.022,0.1277,0.1325,0.0048,0.9638,0.003,0.4554,0.4213,0.0341,0.2971,0.2938,0.0033,0.9888,0.8767,0.1989,0.1759,0.4378,0.4318,0.006
9/8291,Normal,173.549,0.1262,0.1258,0.0004,0.9967,0.0025,0.4533,0.4101,0.0432,0.302,0.2947,0.0073,0.9757,0.8634,0.1658,0.1579,0.4382,0.4297,0.0085
9/8296,Normal,173.148,0.1228,0.1269,0.0042,0.9672,0.0019,0.4511,0.4141,0.037,0.3013,0.2963,0.0051,0.9832,0.8653,0.1231,0.2885,0.4387,0.4323,0.0064
9/8321,Normal,173.365,0.1216,0.1246,0.003,0.9756,0.0023,0.449,0.4152,0.0337,0.2981,0.2916,0.0066,0.978,0.8642,0.1519,0.4051,0.4364,0.428,0.0083
9/8326,Normal,173.136,0.1265,0.1278,0.0012,0.9903,0.0065,0.4538,0.4158,0.038,0.3002,0.2943,0.0059,0.9804,0.8697,0.4278,0.0188,0.4379,0.4314,0.0066
9/8331,Normal,172.814,0.1237,0.1279,0.0041,0.9675,0.0053,0.4549,0.4173,0.0376,0.2988,0.2933,0.0055,0.9815,0.8723,0.3473,0.2133,0.4379,0.4316,0.0063
9/8346,SlightPalsy,171.517,0.1018,0.0886,0.0132,0.8699,0.0065,0.4631,0.4175,0.0455,0.3031,0.2981,0.005,0.9835,0.8806,0.4216,0.1415,0.4367,0.4221,0.0146
9/8371,Normal,172.319,0.1198,0.1213,0.0014,0.9881,0.0035,0.4537,0.4121,0.0417,0.2939,0.2869,0.007,0.9761,0.8658,0.23,0.1213,0.4408,0.4308,0.01
9/8376,Normal,172.324,0.1239,0.1267,0.0028,0.9777,0.0046,0.4535,0.4107,0.0428,0.293,0.2863,0.0067,0.977,0.8643,0.3026,0.1481,0.4418,0.4321,0.0097
9/8381,Normal,172.243,0.1237,0.1269,0.0032,0.9752,0.0081,0.4596,0.4144,0.0452,0.2974,0.2936,0.0038,0.9871,0.874,0.5324,0.0575,0.439,0.4304,0.0086
9/8386,Normal,172.053,0.1265,0.1288,0.0023,0.9822,0.0061,0.4568,0.4143,0.0425,0.2987,0.2925,0.0062,0.9791,0.8711,0.4034,0.1379,0.4396,0.4311,0.0086
9/8391,Normal,172.715,0.1162,0.1209,0.0047,0.9613,0.0034,0.4465,0.4092,0.0373,0.2963,0.2884,0.0079,0.9733,0.8556,0.2245,0.4145,0.4364,0.4297,0.0067
9/8446,Normal,172.15,0.1204,0.1248,0.0044,0.9647,0.0032,0.4473,0.416,0.0313,0.2962,0.289,0.0072,0.9756,0.8633,0.2111,0.2475,0.438,0.4326,0.0054
9/8491,Normal,172.446,0.1203,0.1241,0.0038,0.9694,0.0031,0.4496,0.4181,0.0315,0.2976,0.2914,0.0062,0.9792,0.8676,0.207,0.3602,0.4395,0.4318,0.0077
9/8496,Normal,174.147,0.1292,0.1283,0.0009,0.9929,0.0071,0.4492,0.4065,0.0427,0.3014,0.2976,0.0039,0.9872,0.8557,0.4756,0.088,0.4364,0.4273,0.009
9/8521,Normal,172.365,0.117,0.1215,0.0045,0.9627,0.0037,0.4456,0.4181,0.0275,0.2983,0.2936,0.0047,0.9842,0.8638,0.2444,0.352,0.4298,0.4275,0.0023
9/8526,Normal,172.088,0.1229,0.1267,0.0038,0.97,0.0044,0.4463,0.4195,0.0268,0.298,0.2925,0.0055,0.9816,0.8658,0.2933,0.1175,0.435,0.432,0.003
9/8531,Normal,172.259,0.1232,0.1267,0.0035,0.9724,0.006,0.4529,0.4156,0.0373,0.3026,0.2947,0.0079,0.9738,0.8685,0.393,0.2977,0.436,0.4314,0.0046
9/8536,Normal,172.587,0.1283,0.1304,0.0021,0.9841,0.0099,0.4493,0.4058,0.0435,0.2977,0.2924,0.0053,0.9824,0.8551,0.664,0.0331,0.4376,0.4305,0.0071
